tdmb_id, idmb_id, popularity, vote_average
241, tt0110632, 27.176, 7.1
242, tt0099674, 41.59, 7.4
243, tt0146882, 16.665, 7.2
244, tt0024216, 26.42, 7.6
245, tt0276751, 11.438, 6.7
246, tt0363226, 13.152, 7.3
247, tt0049406, 14.174, 7.7
248, tt0055312, 9.102, 7.3
249, tt0098621, 13.828, 6.9
250, tt0180748, 7.675, 7.4
251, tt0099653, 32.903, 7.2
252, tt0067992, 70.423, 7.5
253, tt0070328, 20.953, 6.5
254, tt0360717, 47.342, 6.8
255, tt0062695, 9.179, 7.4
256, tt1180329, 7.733, 7.3
257, tt0380599, 16.557, 6.7
258, tt0065651, 6.943, 7.2
259, tt0078771, 8.505, 7.0
260, tt0026029, 10.209, 7.4
261, tt0051459, 11.078, 7.7
262, tt0085794, 15.578, 7.8
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
265, tt0082661, 3.509, 6.0
266, tt0057345, 8.172, 7.2
267, tt0118819, 12.834, 7.1
268, tt0096895, 81.655, 7.2
269, tt0053472, 16.631, 7.7
270, tt0997275, 1.351, 6.8
271, tt0088015, 13.546, 6.9
272, tt0372784, 81.597, 7.7
273, tt0276617, 2.289, 7.0
274, tt0102926, 14.548, 8.3
275, tt0116282, 28.057, 7.9
276, tt0408777, 7.357, 7.1
277, tt0320691, 65.93, 6.8
278, tt0111161, 78.276, 8.7
279, tt0086879, 23.969, 8.0
280, tt0103064, 75.195, 8.1
281, tt0114558, 10.793, 7.0
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
284, tt0053604, 14.847, 8.2
285, tt0449088, 143.117, 7.2
286, tt0853060, 2.879, 6.7
287, tt0094812, 12.758, 6.7
288, tt0044706, 12.128, 7.7
289, tt0034583, 21.261, 8.2
290, tt0101410, 13.489, 7.5
291, tt0389326, 4.687, 7.6
292, tt0425598, 8.915, 6.7
293, tt0105265, 14.133, 7.1
294, tt0089015, 9.302, 7.1
NaN, NaN, NaN, NaN
296, tt0181852, 40.93, 6.1
297, tt0119643, 30.438, 7.2
298, tt0496806, 27.54, 6.7
299, tt0054135, 13.28, 6.5
300, tt0354899, 10.024, 7.1
301, tt0053221, 16.793, 7.9
302, tt0324133, 16.606, 6.5
303, tt0038787, 15.319, 7.8
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
306, tt0109254, 18.009, 5.9
307, tt0038890, 8.213, 8.0
308, tt0412019, 8.663, 6.9
309, tt0154420, 10.917, 7.8
310, tt0315327, 53.975, 6.7
311, tt0087843, 45.994, 8.4
312, tt0116692, 3.432, 7.0
313, tt0448124, 8.124, 7.1
314, tt0327554, 27.73, 4.6
315, tt0059170, 8.601, 6.5
316, tt0304126, 2.054, 6.6
317, tt0464029, 3.334, 6.8
318, tt0120753, 8.286, 5.9
319, tt0108399, 26.206, 7.5
320, tt0278504, 19.0, 6.9
321, tt0330602, 7.349, 5.9
322, tt0327056, 27.296, 7.7
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
326, tt0417148, 23.22, 5.3
327, tt0222851, 14.414, 7.1
NaN, NaN, NaN, NaN
329, tt0107290, 38.4, 7.9
330, tt0119567, 2.872, 6.5
331, tt0163025, 2.371, 6.1
332, tt0141369, 17.554, 4.5
333, tt0303785, 4.378, 6.4
334, tt0175880, 21.143, 7.7
335, tt0064116, 33.178, 8.3
336, tt0067140, 12.027, 7.8
337, tt0329388, 8.333, 7.1
338, tt0301357, 16.977, 7.6
339, tt0102536, 9.214, 7.6
340, tt0404030, 8.137, 7.3
341, tt0489010, 6.189, 5.8
342, tt0420206, 7.584, 6.8
343, tt0067185, 9.823, 7.7
344, tt0135790, 8.651, 7.5
345, tt0120663, 33.872, 7.5
346, tt0047478, 21.604, 8.5
347, tt0020163, 4.951, 7.3
348, tt0078748, 68.373, 8.1
349, tt0428430, 1.891, 6.2
350, tt0458352, 58.47, 7.4
351, tt0416213, 1.4, 6.3
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
363, tt0347048, 10.125, 7.4
364, tt0103776, 42.987, 6.9
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
377, tt0087800, 60.373, 7.3
378, tt0093822, 12.447, 7.0
379, tt0100150, 11.524, 7.5
380, tt0095953, 18.813, 7.8
381, tt0048728, 12.364, 7.4
NaN, NaN, NaN, NaN
383, tt0089537, 5.615, 6.4
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
387, tt0082096, 24.324, 8.1
388, tt0454848, 29.721, 7.4
389, tt0050083, 30.115, 8.5
390, tt0110361, 6.141, 7.3
391, tt0058461, 30.292, 7.9
392, tt0241303, 19.338, 6.9
393, tt0378194, 31.146, 7.9
NaN, NaN, NaN, NaN
395, tt0370263, 44.224, 5.9
396, tt0061184, 10.863, 7.8
397, tt0113117, 13.841, 6.4
398, tt0379725, 12.151, 7.0
NaN, NaN, NaN, NaN
400, tt0114660, 7.378, 6.6
401, tt0333766, 11.734, 7.1
402, tt0103772, 36.273, 6.8
403, tt0097239, 17.727, 7.3
404, tt0166896, 15.379, 7.7
405, tt0047528, 9.739, 8.0
406, tt0113247, 19.092, 8.1
407, tt0162426, 2.754, 6.6
408, tt0029583, 127.383, 7.1
409, tt0116209, 23.466, 7.2
410, tt0477877, 1.699, 6.7
411, tt0363771, 122.318, 7.1
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
414, tt0112462, 29.769, 5.4
415, tt0118688, 37.436, 4.3
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
419, tt0383041, 3.553, 4.5
NaN, NaN, NaN, NaN
421, tt0362270, 17.044, 7.2
422, tt0056801, 18.41, 8.2
423, tt0253474, 39.015, 8.4
424, tt0108052, 50.215, 8.6
425, tt0268380, 212.931, 7.3
426, tt0052357, 24.971, 8.2
427, tt0050706, 10.041, 7.4
428, tt0806679, 4.326, 6.0
429, tt0060196, 50.524, 8.5
430, tt0055256, 10.465, 7.6
431, tt0123755, 21.915, 6.8
NaN, NaN, NaN, NaN
433, tt0058331, 46.221, 7.6
434, tt0475317, 3.471, 6.7
435, tt0319262, 42.817, 6.5
436, tt0390221, 11.216, 7.3
437, tt0285492, 18.395, 5.5
438, tt0377713, 20.151, 5.7
439, tt0053779, 17.407, 8.2
440, tt0758730, 68.775, 5.1
441, tt0219822, 10.392, 6.0
442, tt0314524, 5.436, 6.3
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
445, tt0387898, 8.296, 7.1
446, tt0351238, 2.032, 7.5
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
451, tt0113627, 20.81, 7.2
452, tt0154421, 15.064, 6.5
453, tt0268978, 29.949, 7.8
454, tt0117509, 24.425, 6.8
455, tt0286499, 10.256, 6.3
NaN, NaN, NaN, NaN
457, tt0048624, 18.417, 7.4
458, tt0049762, 11.734, 7.2
459, tt0050974, 13.487, 7.3
460, tt0416331, 2.436, 6.4
NaN, NaN, NaN, NaN
462, tt0195685, 23.176, 7.4
NaN, NaN, NaN, NaN
464, tt0382330, 6.814, 7.2
465, tt0094596, 3.867, 5.4
466, tt0067309, 9.395, 6.8
467, tt0242527, 12.582, 6.2
468, tt0102494, 13.646, 7.1
469, tt0088184, 9.319, 7.2
470, tt0315733, 16.719, 7.4
471, tt0129774, 5.01, 6.2
NaN, NaN, NaN, NaN
473, tt0138704, 17.186, 7.1
NaN, NaN, NaN, NaN
475, tt0061418, 19.356, 7.5
476, tt0097240, 12.599, 7.2
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
479, tt0162650, 20.272, 5.9
480, tt0265343, 7.595, 6.8
481, tt0461894, 10.617, 6.0
482, tt0067741, 11.925, 6.5
483, tt0100935, 10.902, 7.0
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
488, tt0043265, 13.22, 7.4
489, tt0119217, 52.797, 8.1
490, tt0050976, 22.317, 8.2
491, tt0301343, 0.6, 8.0
492, tt0120601, 20.275, 7.4
493, tt0069257, 3.786, 6.0
494, tt0070679, 3.645, 6.0
NaN, NaN, NaN, NaN
496, tt0443453, 17.554, 6.7
497, tt0120689, 127.085, 8.5
NaN, NaN, NaN, NaN
499, tt0055852, 10.314, 7.7
500, tt0105236, 35.441, 8.1
501, tt0427312, 11.038, 7.5
502, tt0058083, 11.554, 7.8
503, tt0409182, 20.057, 5.8
504, tt0340855, 19.499, 7.2
505, tt0097626, 8.043, 6.3
506, tt0058329, 15.879, 7.2
507, tt0110265, 8.31, 6.2
508, tt0314331, 22.469, 7.1
509, tt0125439, 26.545, 7.2
510, tt0073486, 28.875, 8.4
511, tt0072446, 5.5, 6.9
512, tt0457513, 14.812, 6.6
513, tt0116308, 3.861, 6.6
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
521, tt0046912, 14.385, 8.0
522, tt0109707, 14.033, 7.5
523, tt0454931, 7.893, 6.7
524, tt0112641, 19.01, 8.0
525, tt0080455, 24.652, 7.7
526, tt0089457, 16.975, 7.0
527, tt0110729, 12.948, 7.4
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
530, tt0104361, 15.623, 7.5
531, tt0108598, 14.001, 7.7
532, tt0112691, 14.953, 7.5
533, tt0312004, 28.807, 7.0
534, tt0438488, 161.898, 6.0
535, tt0085549, 23.492, 6.5
536, tt0958195, 0.6, 5.0
537, tt0436445, 2.472, 6.8
538, tt0485662, 0.949, 5.0
539, tt0054215, 42.265, 8.4
540, tt0367631, 16.481, 6.3
541, tt0048347, 7.665, 7.2
542, tt0313196, 12.845, 6.5
543, tt0019702, 8.923, 6.6
544, tt0129387, 25.013, 6.6
NaN, NaN, NaN, NaN
546, tt0407265, 8.828, 7.1
547, tt0119314, 17.105, 6.9
548, tt0042876, 12.417, 8.2
549, tt0115632, 7.211, 6.7
550, tt0137523, 63.445, 8.4
551, tt0069113, 17.212, 7.2
552, tt0237539, 7.096, 7.3
553, tt0276919, 17.712, 7.8
554, tt0308476, 5.998, 7.1
555, tt0442896, 1.312, 7.9
NaN, NaN, NaN, NaN
557, tt0145487, 600.525, 7.2
558, tt0316654, 199.577, 7.2
559, tt0413300, 526.05, 6.3
560, tt0040766, 7.738, 6.5
561, tt0360486, 74.469, 7.0
562, tt0095016, 41.152, 7.7
563, tt0120201, 34.614, 7.0
564, tt0120616, 61.184, 6.8
565, tt0298130, 44.689, 6.6
NaN, NaN, NaN, NaN
567, tt0047396, 20.559, 8.4
568, tt0112384, 21.476, 7.4
NaN, NaN, NaN, NaN
570, tt0243255, 13.214, 6.2
571, tt0056869, 32.764, 7.5
572, tt0453383, 9.488, 6.5
573, tt0068611, 9.214, 7.1
574, tt0049470, 13.041, 7.5
575, tt0250258, 11.363, 7.4
576, tt0065214, 12.81, 7.7
577, tt0114681, 11.207, 6.6
578, tt0073195, 67.15, 7.6
579, tt0077766, 21.857, 5.9
580, tt0093300, 18.833, 4.0
581, tt0099348, 23.798, 7.8
582, tt0405094, 18.897, 8.1
583, tt0079470, 14.976, 7.8
584, tt0322259, 9.466, 6.4
585, tt0198781, 209.058, 7.8
586, tt0120885, 9.573, 7.0
587, tt0319061, 26.855, 7.8
588, tt0384537, 45.014, 6.5
NaN, NaN, NaN, NaN
590, tt0274558, 13.243, 7.3
591, tt0382625, 38.111, 6.7
592, tt0071360, 15.525, 7.6
593, tt0069293, 17.719, 7.9
594, tt0362227, 34.305, 7.3
595, tt0056592, 13.362, 8.0
596, tt0032551, 15.105, 7.8
597, tt0120338, 172.646, 7.9
598, tt0317248, 41.209, 8.4
599, tt0043014, 15.193, 8.4
600, tt0093058, 58.588, 8.1
601, tt0083866, 30.193, 7.5
602, tt0116629, 54.123, 6.8
603, tt0133093, 139.662, 8.2
604, tt0234215, 106.679, 7.0
605, tt0242653, 115.376, 6.7
606, tt0089755, 15.147, 7.2
607, tt0119654, 49.498, 7.2
608, tt0120912, 37.465, 6.3
609, tt0084516, 47.667, 7.1
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
612, tt0408306, 26.081, 7.1
613, tt0363163, 21.426, 7.8
614, tt0050986, 12.242, 8.1
615, tt0335345, 107.709, 7.4
616, tt0325710, 37.706, 7.5
617, tt0120890, 23.079, 6.3
618, tt0004972, 7.131, 6.1
619, tt0103855, 29.505, 6.6
620, tt0087332, 77.404, 7.4
621, tt0077631, 39.165, 7.4
622, tt0142688, 20.836, 6.4
623, tt0095159, 15.188, 7.2
624, tt0064276, 14.009, 7.1
625, tt0087553, 12.719, 7.5
626, tt0020530, 14.109, 7.5
627, tt0117951, 24.219, 8.0
628, tt0110148, 29.895, 7.4
629, tt0114814, 26.36, 8.2
630, tt0032138, 71.803, 7.6
631, tt0018455, 12.709, 7.9
632, tt0046359, 12.662, 7.7
633, tt0076734, 8.741, 7.1
634, tt0243155, 25.123, 6.8
635, tt0092563, 16.369, 7.1
636, tt0066434, 13.059, 6.5
637, tt0118799, 59.799, 8.5
638, tt0116922, 16.832, 7.6
639, tt0098635, 22.159, 7.4
640, tt0264464, 51.363, 7.9
641, tt0180093, 11.724, 8.0
642, tt0064115, 22.781, 7.6
643, tt0015648, 16.929, 7.7
644, tt0212720, 22.17, 7.0
NaN, NaN, NaN, NaN
646, tt0055928, 43.046, 7.0
647, tt0385700, 25.333, 7.1
648, tt0038348, 11.452, 7.5
649, tt0061395, 13.432, 7.4
650, tt0101507, 47.468, 7.6
651, tt0066026, 11.228, 7.0
652, tt0332452, 60.711, 7.1
653, tt0013442, 22.338, 7.7
654, tt0047296, 12.278, 8.0
655, tt0087884, 18.029, 8.1
NaN, NaN, NaN, NaN
657, tt0057076, 37.445, 7.1
658, tt0058150, 24.031, 7.4
659, tt0078875, 11.384, 7.0
660, tt0059800, 28.871, 6.6
661, tt0079095, 9.118, 7.4
662, tt0056119, 9.04, 7.9
663, tt0890870, 60.612, 6.2
664, tt0117998, 21.906, 6.4
665, tt0052618, 40.358, 7.8
666, tt0140888, 9.645, 8.1
667, tt0062512, 29.924, 6.5
668, tt0064757, 26.265, 6.6
669, tt0013427, 7.426, 7.1
670, tt0364569, 30.331, 8.3
671, tt0241527, 395.6, 7.9
672, tt0295297, 318.513, 7.7
673, tt0304141, 314.559, 8.0
674, tt0330373, 280.368, 7.8
675, tt0373889, 261.46, 7.7
676, tt0213149, 52.984, 6.9
677, tt0030522, 6.674, 6.9
678, tt0039689, 7.401, 7.7
679, tt0090605, 39.763, 7.9
680, tt0110912, 71.059, 8.5
681, tt0066995, 26.838, 6.4
682, tt0071807, 26.491, 6.4
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
685, tt0030523, 3.47, 6.9
686, tt0118884, 21.372, 7.4
687, tt0112818, 14.62, 7.4
688, tt0112579, 20.634, 7.7
689, tt0073800, 4.085, 7.3
690, tt0053168, 6.767, 7.3
691, tt0076752, 19.743, 6.8
692, tt0069089, 11.207, 6.3
693, tt0290002, 26.076, 6.2
694, tt0081505, 66.51, 8.2
695, tt0108122, 10.133, 7.2
696, tt0079522, 14.234, 7.8
697, tt0018217, 6.143, 7.0
698, tt0079574, 26.099, 6.1
699, tt0082398, 28.375, 6.5
700, tt0086034, 28.262, 6.3
701, tt0014341, 7.208, 7.5
702, tt0044081, 20.758, 7.7
703, tt0075686, 15.014, 7.8
704, tt0058182, 15.366, 7.4
705, tt0042192, 16.275, 8.2
706, tt0071458, 2.545, 6.7
707, tt0090264, 19.729, 6.1
708, tt0093428, 25.46, 6.4
709, tt0097742, 30.44, 6.3
710, tt0113189, 29.248, 6.9
711, tt0181536, 11.365, 7.1
712, tt0109831, 18.148, 6.8
713, tt0107822, 20.655, 7.4
714, tt0120347, 29.239, 6.3
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
742, tt0203166, 6.288, 7.0
743, tt0129659, 1.529, 5.9
744, tt0092099, 46.691, 7.0
745, tt0167404, 38.852, 7.9
746, tt0093389, 18.366, 7.6
747, tt0365748, 28.128, 7.5
NaN, NaN, NaN, NaN
NaN, NaN, NaN, NaN
750, tt0055205, 10.993, 7.3
751, tt0057334, 12.564, 6.9
752, tt0434409, 30.147, 7.9
753, tt0062952, 7.629, 7.3
754, tt0119094, 31.13, 7.0
755, tt0116367, 41.381, 7.0
756, tt0032455, 77.928, 7.4
757, tt0058383, 9.107, 7.0
758, tt0058382, 9.443, 7.0
759, tt0045810, 16.139, 7.3
760, tt0069747, 12.64, 7.4
761, tt0074103, 12.221, 7.2
762, tt0071853, 17.992, 7.8
763, tt0103873, 17.163, 7.4
764, tt0083907, 46.276, 7.3
765, tt0092991, 23.146, 7.5
766, tt0106308, 23.76, 7.3
767, tt0417741, 265.078, 7.7
768, tt0120681, 28.129, 6.7
769, tt0099685, 36.067, 8.5
770, tt0031381, 30.524, 8.0
771, tt0099785, 3.588, 7.4
772, tt0104431, 73.96, 6.7
773, tt0449059, 12.601, 7.7
774, tt0000010, 7.221, 6.7
775, tt0000417, 18.17, 8.0
776, tt0031885, 7.342, 7.7
777, tt0028950, 8.465, 7.8
778, tt0046487, 12.481, 7.1
779, tt0023649, 8.448, 7.4
780, tt0019254, 13.886, 8.1
781, tt0120522, 2.808, 6.9
782, tt0119177, 28.151, 7.5
783, tt0083987, 16.359, 7.5
784, tt0116790, 8.292, 7.4
785, tt0023104, 1.772, 6.9
786, tt0181875, 20.76, 7.5
787, tt0356910, 33.679, 6.7
788, tt0107614, 32.574, 7.2
789, tt0060802, 8.696, 7.4
790, tt0080749, 22.873, 6.7
791, tt0432291, 15.709, 4.4
792, tt0091763, 30.662, 7.7
793, tt0090756, 18.865, 7.7
794, tt0075005, 26.728, 7.4
